Index,Time(ns)
4522000,3352
4523000,3073
4524000,3352
4525000,3073
4526000,3073
4527000,3073
4528000,2794
4529000,3073
4530000,2794
4531000,2794
4532000,2794
4533000,2794
4534000,4749
4535000,3352
4536000,3353
4537000,3073
4538000,2794
4539000,4749
4540000,3073
4541000,3352
4542000,2793
4543000,3073
4544000,2794
4545000,3632
4546000,2794
4547000,3352
4548000,3632
4549000,2794
4550000,3353
4551000,3073
4552000,3352
4553000,3073
4554000,3352
4555000,3073
4556000,2793
4557000,2794
4558000,2793
4559000,3353
4560000,2794
4561000,3353
4562000,3353
4563000,3073
4564000,2794
4565000,2794
4566000,3353
4567000,2793
4568000,3353
4569000,2514
4570000,3073
4571000,7822
4572000,2793
4573000,3352
4574000,2515
4575000,2794
4576000,3073
4577000,3353
4578000,3073
4579000,3352
4580000,2514
4581000,3352
4582000,3073
4583000,2794
4584000,2793
4585000,3073
4586000,2514
4587000,2793
4588000,3631
4589000,2793
4590000,2794
4591000,3353
4592000,3632
4593000,3353
4594000,3912
4595000,3352
4596000,3073
4597000,3352
4598000,2794
4599000,2793
4600000,3632
4601000,3352
4602000,2794
4603000,3352
4604000,3073
4605000,3353
4606000,3631
4607000,3353
4608000,2794
4609000,3352
4610000,3352
4611000,3352
4612000,3352
4613000,3352
4614000,2793
4615000,3073
4616000,3073
4617000,3073
4618000,3073
4619000,3352
4620000,3073
4621000,3073
4622000,4190
4623000,3912
4624000,2794
4625000,2514
4626000,2793
4627000,2794
4628000,3353
4629000,3632
4630000,3074
4631000,14527
4632000,3073
4633000,3073
4634000,2794
4635000,2794
4636000,3073
4637000,2793
4638000,3353
4639000,3352
4640000,3073
4641000,3073
4642000,3073
4643000,2794
4644000,3632
4645000,2793
4646000,3073
4647000,2793
4648000,3631
4649000,3352
4650000,3352
4651000,3073
4652000,3632
4653000,3353
4654000,3352
4655000,3352
4656000,2793
4657000,2793
4658000,3352
4659000,3073
4660000,3352
4661000,3353
4662000,3353
4663000,2514
4664000,3353
4665000,3352
4666000,3073
4667000,3352
4668000,3073
4669000,3632
4670000,3352
4671000,3353
4672000,3352
4673000,5308
4674000,3073
4675000,3353
4676000,2794
4677000,3631
4678000,3352
4679000,3073
4680000,3631
4681000,3073
4682000,3073
4683000,3073
4684000,3353
4685000,3352
4686000,2794
4687000,3073
4688000,3352
4689000,3352
4690000,3352
4691000,3073
4692000,3631
4693000,3073
4694000,3073
4695000,3073
4696000,3073
4697000,3631
4698000,3353
4699000,3073
4700000,2794
4701000,3352
4702000,2794
4703000,2793
4704000,2794
4705000,3632
4706000,3632
4707000,3073
4708000,3352
4709000,3073
4710000,3073
4711000,2794
4712000,3073
4713000,3352
4714000,3073
4715000,3352
4716000,3073
4717000,3631
4718000,3631
4719000,2794
4720000,3073
4721000,3073
4722000,3073
4723000,2515
4724000,3632
4725000,4191
4726000,3073
4727000,3073
4728000,3073
4729000,3073
4730000,4749
4731000,3352
4732000,3632
4733000,3073
4734000,3073
4735000,3352
4736000,4749
4737000,3073
4738000,3352
4739000,2514
4740000,2794
4741000,3073
4742000,2794
4743000,2793
4744000,2514
4745000,3073
4746000,3353
4747000,3073
4748000,3352
4749000,2793
4750000,3352
4751000,3352
4752000,3073
4753000,2794
4754000,3073
4755000,2793
4756000,2794
4757000,3073
4758000,2794
4759000,3073
4760000,3352
4761000,3073
4762000,3632
4763000,2794
4764000,2794
4765000,3073
4766000,2794
4767000,3074
4768000,3073
4769000,3353
4770000,3353
4771000,2794
4772000,3073
4773000,2515
4774000,3353
4775000,3353
4776000,3073
4777000,3632
4778000,2234
4779000,5028
4780000,3353
4781000,3353
4782000,2794
4783000,3073
4784000,3073
4785000,2234
4786000,3632
4787000,3352
4788000,3073
4789000,3073
4790000,3353
4791000,2793
4792000,3073
4793000,3073
4794000,3073
4795000,3632
4796000,3073
4797000,3353
4798000,3073
4799000,3073
4800000,2793
4801000,3073
4802000,3074
4803000,3632
4804000,3353
4805000,4470
4806000,2793
4807000,2514
4808000,2515
4809000,3073
4810000,2793
4811000,2794
4812000,3632
4813000,3073
4814000,3352
4815000,2794
4816000,3352
4817000,3073
4818000,3073
4819000,3353
4820000,2514
4821000,3073
4822000,3353
4823000,3073
4824000,6146
4825000,3632
4826000,10616
4827000,3073
4828000,2794
4829000,3073
4830000,3073
4831000,3911
4832000,3352
4833000,3352
4834000,3353
4835000,3352
4836000,3352
4837000,2794
4838000,3073
4839000,3073
4840000,3073
4841000,3073
4842000,3353
4843000,3352
4844000,3073
4845000,3353
4846000,3632
4847000,2794
4848000,2793
4849000,2793
4850000,2794
4851000,2794
4852000,3632
4853000,3632
4854000,2793
4855000,3073
4856000,3911
4857000,2794
4858000,2793
4859000,3352
4860000,5028
4861000,3631
4862000,2793
4863000,3632
4864000,3073
4865000,2794
4866000,3073
4867000,3352
4868000,3073
4869000,3632
4870000,3073
4871000,3352
4872000,3353
4873000,3073
4874000,3073
4875000,3073
4876000,3352
4877000,3073
4878000,3073
4879000,3073
4880000,3631
4881000,2793
4882000,3073
4883000,3073
4884000,3353
4885000,3073
4886000,3352
4887000,3073
4888000,2794
4889000,4470
4890000,3352
4891000,3352
4892000,3352
4893000,3353
4894000,3073
4895000,3073
4896000,3074
4897000,3353
4898000,2793
4899000,5028
4900000,3631
4901000,4191
4902000,2793
4903000,3073
4904000,3073
4905000,3073
4906000,3073
4907000,3073
4908000,2794
4909000,3352
4910000,3352
4911000,3632
4912000,3632
4913000,3353
4914000,3073
4915000,5866
4916000,3631
4917000,3073
4918000,3073
4919000,3073
4920000,4191
4921000,9499
4922000,3353
4923000,3353
4924000,2794
4925000,2794
4926000,3352
4927000,3632
4928000,3073
4929000,3073
4930000,2793
4931000,2794
4932000,3353
4933000,3631
4934000,3073
4935000,3073
4936000,2794
4937000,2794
4938000,3073
4939000,3352
4940000,3631
4941000,3073
4942000,3632
4943000,3073
4944000,3353
4945000,3631
4946000,3073
4947000,2514
4948000,2794
4949000,3353
4950000,3632
4951000,3073
4952000,3353
4953000,3632
4954000,3352
4955000,3073
4956000,3073
4957000,3074
4958000,2794
4959000,3352
4960000,3352
4961000,7263
4962000,2514
4963000,3352
4964000,3073
4965000,3073
4966000,3352
4967000,3073
4968000,3073
4969000,3353
4970000,3073
4971000,3352
4972000,3073
4973000,3353
4974000,2794
4975000,3073
4976000,3632
4977000,2794
4978000,3353
4979000,4470
4980000,3073
4981000,3074
4982000,3353
4983000,4750
4984000,2794
4985000,3073
4986000,3353
4987000,3352
4988000,3073
4989000,2794
4990000,3632
4991000,2794
4992000,3353
4993000,3073
4994000,3073
4995000,3352
4996000,3073
4997000,3352
4998000,3073
4999000,3352
5000000,3632
5001000,2793
5002000,3352
5003000,3352
5004000,3073
5005000,2793
5006000,3631
5007000,3073
5008000,5028
5009000,3352
5010000,3352
5011000,3073
5012000,3911
5013000,3073
5014000,2514
5015000,3073
5016000,3352
5017000,3353
5018000,3073
5019000,3353
5020000,3073
5021000,3352
5022000,2794
5023000,3353
5024000,3352
5025000,3073
5026000,3073
5027000,3352
5028000,3073
5029000,2794
5030000,3632
5031000,4470
5032000,3632
5033000,2514
5034000,3352
5035000,3073
5036000,3073
5037000,2793
5038000,2794
5039000,3073
5040000,3073
5041000,3073
5042000,3073
5043000,3353
5044000,3353
5045000,3352
5046000,3073
5047000,3073
5048000,3352
5049000,2794
5050000,3073
5051000,3073
5052000,3073
5053000,2794
5054000,2793
5055000,3352
5056000,2794
5057000,3073
5058000,3631
5059000,2794
5060000,3352
5061000,3632
5062000,2794
5063000,3073
5064000,3073
5065000,3632
5066000,3353
5067000,3352
5068000,3352
5069000,2794
5070000,3631
5071000,3352
5072000,3073
5073000,3073
5074000,3352
5075000,3073
5076000,3073
5077000,3352
5078000,3632
5079000,3352
5080000,4191
5081000,2793
5082000,2793
5083000,3352
5084000,3352
5085000,2794
5086000,3352
5087000,3073
5088000,6984
5089000,3073
5090000,3352
5091000,3073
5092000,3073
5093000,3631
5094000,2515
5095000,10337
5096000,3352
5097000,3073
5098000,2793
5099000,3353
5100000,2794
5101000,3073
5102000,2794
5103000,3632
5104000,3073
5105000,3352
5106000,3632
5107000,3353
5108000,3352
5109000,2794
5110000,3632
5111000,3073
5112000,2794
5113000,3073
5114000,3353
5115000,3632
5116000,2794
5117000,3073
5118000,3912
5119000,2793
5120000,3352
5121000,2793
5122000,5588
5123000,3073
5124000,3352
5125000,3073
5126000,3073
5127000,3353
5128000,3073
5129000,3073
5130000,3353
5131000,3352
5132000,2514
5133000,3353
5134000,6146
5135000,3352
5136000,3352
5137000,2794
5138000,2794
5139000,3632
5140000,3911
5141000,3073
5142000,4470
5143000,3073
5144000,2794
5145000,3073
5146000,2794
5147000,3073
5148000,3352
5149000,3073
5150000,3353
5151000,2793
5152000,3073
5153000,3073
5154000,3632
5155000,5029
5156000,3073
5157000,2793
5158000,2794
5159000,2794
5160000,3352
5161000,3632
5162000,2794
5163000,3352
5164000,3353
5165000,2794
5166000,3073
5167000,3073
5168000,3352
5169000,3073
5170000,2514
5171000,3073
5172000,3353
5173000,3632
5174000,2793
5175000,3073
5176000,2794
5177000,3353
5178000,3073
5179000,2794
5180000,3352
5181000,3632
5182000,2794
5183000,3631
5184000,3353
5185000,2794
5186000,2794
5187000,3073
5188000,3073
5189000,3073
5190000,2794
5191000,3632
5192000,3353
5193000,3073
5194000,3353
5195000,3073
5196000,3073
5197000,3352
5198000,3631
5199000,2794
5200000,3073
5201000,3353
5202000,2794
5203000,2514
5204000,3073
5205000,3352
5206000,3073
5207000,3353
5208000,3073
5209000,3073
5210000,3353
5211000,3352
5212000,3073
5213000,2794
5214000,2793
5215000,3352
5216000,5867
5217000,3073
5218000,3073
5219000,3073
5220000,3632
5221000,2794
5222000,3352
5223000,2794
5224000,3073
5225000,2793
5226000,3073
5227000,2793
5228000,2794
5229000,3632
5230000,4750
5231000,3073
5232000,3073
5233000,3353
5234000,3352
5235000,2794
5236000,2794
5237000,3353
5238000,3353
5239000,3632
5240000,3073
5241000,2794
5242000,3073
5243000,3074
5244000,3353
5245000,3631
5246000,3073
5247000,3073
5248000,3073
5249000,3353
5250000,3352
5251000,3073
5252000,2794
5253000,3353
5254000,3073
5255000,3352
5256000,2514
5257000,3073
5258000,3353
5259000,3352
5260000,3352
5261000,3631
5262000,4750
5263000,3632
5264000,2793
5265000,2793
5266000,3073
5267000,3632
5268000,3632
5269000,3632
5270000,2794
5271000,3073
5272000,3073
5273000,2794
5274000,3352
5275000,3073
5276000,3073
5277000,3352
5278000,3352
5279000,2793
5280000,4191
5281000,5867
5282000,3352
5283000,3073
5284000,3073
5285000,2794
5286000,2794
5287000,3632
5288000,3352
5289000,3353
5290000,3073
5291000,2793
5292000,3073
5293000,3073
5294000,3352
5295000,3632
5296000,3352
5297000,3632
5298000,2794
5299000,2794
5300000,3073
5301000,3073
5302000,3632
5303000,3073
5304000,2794
5305000,3353
5306000,3073
5307000,3074
5308000,2793
5309000,3073
5310000,3073
5311000,3073
5312000,3352
5313000,2794
5314000,3353
5315000,3073
5316000,3073
5317000,3352
5318000,3911
5319000,3073
5320000,3074
5321000,2794
5322000,3073
5323000,3352
5324000,3073
5325000,3353
5326000,3073
5327000,2794
5328000,3353
5329000,5308
5330000,2793
5331000,3632
5332000,3073
5333000,3353
5334000,2794
5335000,3073
5336000,3352
5337000,2793
5338000,3073
5339000,3353
5340000,3073
5341000,3073
5342000,2514
5343000,2794
5344000,3073
5345000,3353
5346000,2793
5347000,2794
5348000,3352
5349000,2794
5350000,2514
5351000,2794
5352000,3631
5353000,5028
5354000,2794
5355000,3911
5356000,3632
5357000,2515
5358000,3352
5359000,2794
5360000,3073
5361000,3073
5362000,3073
5363000,2794
5364000,2793
5365000,3073
5366000,3632
5367000,2794
5368000,3073
5369000,3631
5370000,2514
5371000,3352
5372000,3073
5373000,3353
5374000,3073
5375000,2793
5376000,3632
5377000,3353
5378000,3632
5379000,3352
5380000,3352
5381000,2515
5382000,3073
5383000,3073
5384000,3073
5385000,3353
5386000,3073
5387000,2794
5388000,3073
5389000,2793
5390000,2514
5391000,3073
5392000,5866
5393000,3073
5394000,3073
5395000,3073
5396000,3073
5397000,3073
5398000,2794
5399000,3074
5400000,3352
5401000,3352
5402000,2794
5403000,3911
5404000,3352
5405000,3073
5406000,3073
5407000,3353
5408000,2515
5409000,3353
5410000,3353
5411000,2793
5412000,3073
5413000,2793
5414000,3073
5415000,3911
5416000,3352
5417000,2794
5418000,3073
5419000,3352
5420000,3073
5421000,3631
5422000,2794
5423000,3352
5424000,3073
5425000,3073
5426000,3352
5427000,3352
5428000,3073
5429000,3073
5430000,3632
5431000,3073
5432000,3353
5433000,3353
5434000,3352
5435000,5587
5436000,3352
5437000,3073
5438000,2794
5439000,3073
5440000,3074
5441000,2793
5442000,3353
5443000,3352
5444000,3073
5445000,2515
5446000,3073
5447000,5029
5448000,3073
5449000,3073
5450000,3073
5451000,3073
5452000,2794
5453000,3632
5454000,3632
5455000,3073
5456000,3073
5457000,3631
5458000,3073
5459000,3073
5460000,3073
5461000,3352
5462000,3073
5463000,5028
5464000,3073
5465000,3073
5466000,2794
5467000,3073
5468000,3073
5469000,3073
5470000,5308
5471000,3911
5472000,3073
5473000,3073
5474000,3073
5475000,3073
5476000,3073
5477000,2794
5478000,2793
5479000,3073
5480000,3632
5481000,3352
5482000,3073
5483000,3352
5484000,3073
5485000,2793
5486000,6426
5487000,3631
5488000,3073
5489000,3352
5490000,3073
5491000,4191
5492000,3073
5493000,3073
5494000,3353
5495000,2794
5496000,3352
5497000,4749
5498000,3073
5499000,3353
5500000,3073
5501000,3353
5502000,3353
5503000,3073
5504000,3353
5505000,2514
5506000,3073
5507000,3073
5508000,2794
5509000,3352
5510000,3352
5511000,3632
5512000,2793
5513000,3073
5514000,4191
5515000,2793
5516000,3352
5517000,3073
5518000,2794
5519000,3073
5520000,3073
5521000,3352
5522000,2794
5523000,3073
5524000,2794
5525000,3352
5526000,3073
5527000,3352
5528000,3074
5529000,3632
5530000,3632
5531000,5028
5532000,2793
5533000,3073
5534000,3632
5535000,3353
5536000,3073
5537000,3353
5538000,3073
5539000,3352
5540000,3073
5541000,3353
5542000,3073
5543000,3073
5544000,3632
5545000,2793
5546000,3352
5547000,3911
5548000,3911
5549000,5587
5550000,3352
5551000,3632
5552000,2793
5553000,3073
5554000,2794
5555000,3073
5556000,3352
5557000,3632
5558000,3073
5559000,8940
5560000,3073
5561000,2794
5562000,4470
5563000,3632
5564000,3632
5565000,2794
5566000,2794
5567000,2794
5568000,3352
5569000,3353
5570000,3073
5571000,3073
5572000,3911
5573000,3073
5574000,3073
5575000,3073
5576000,3353
5577000,3073
5578000,3073
5579000,4190
5580000,3073
5581000,4749
5582000,3352
5583000,2794
5584000,3632
5585000,3353
5586000,6704
5587000,3632
5588000,3073
5589000,2793
5590000,2514
5591000,3073
5592000,3353
5593000,3353
5594000,3353
5595000,2514
5596000,3073
5597000,2793
5598000,3352
5599000,2794
5600000,3352
5601000,3073
5602000,3073
5603000,2794
5604000,2793
5605000,2794
5606000,2794
5607000,3632
5608000,2794
5609000,3073
5610000,3352
5611000,3632
5612000,3073
5613000,2794
5614000,3353
5615000,2794
5616000,3073
5617000,3073
5618000,3073
5619000,2514
5620000,3073
5621000,3911
5622000,3352
5623000,3073
5624000,3353
5625000,3631
5626000,3631
5627000,2794
5628000,3353
5629000,3352
5630000,2794
5631000,3631
5632000,2515
5633000,2794
5634000,3353
5635000,2794
5636000,2794
5637000,3352
5638000,3911
5639000,2793
5640000,3074
5641000,3073
5642000,3073
5643000,3352
5644000,3073
5645000,3912
5646000,4749
5647000,3073
5648000,3073
5649000,3073
5650000,3353
5651000,3352
5652000,2793
5653000,3632
5654000,3632
5655000,2793
5656000,2794
5657000,3353
5658000,3352
5659000,2794
5660000,3353
5661000,3352
5662000,3632
5663000,3352
5664000,3073
5665000,4470
5666000,3073
5667000,4749
5668000,3073
5669000,3632
5670000,2514
5671000,3632
5672000,3352
5673000,3352
5674000,3352
5675000,3632
5676000,2794
5677000,3353
5678000,5308
5679000,3073
5680000,3073
5681000,3632
5682000,4190
5683000,2794
5684000,2794
5685000,3352
5686000,3353
5687000,3353
5688000,3352
5689000,3353
5690000,3073
5691000,4469
5692000,3073
5693000,3631
5694000,3353
5695000,3073
5696000,3353
5697000,3352
5698000,3352
5699000,3632
5700000,3352
5701000,3631
5702000,2793
5703000,3352
5704000,3352
5705000,3073
5706000,2793
5707000,2514
5708000,3353
5709000,3073
5710000,3352
5711000,3352
5712000,4190
5713000,3073
5714000,3632
5715000,3073
5716000,3073
5717000,3352
5718000,2794
5719000,3073
5720000,3073
5721000,3352
5722000,3073
5723000,3353
5724000,3632
5725000,2793
5726000,3911
5727000,12572
5728000,2793
5729000,2794
5730000,3073
5731000,3352
5732000,2794
5733000,3073
5734000,3632
5735000,3911
5736000,2793
5737000,3353
5738000,3073
5739000,3073
5740000,3073
5741000,3073
5742000,3073
5743000,2794
5744000,2794
5745000,3073
5746000,2794
5747000,2794
5748000,3073
5749000,3352
5750000,3073
5751000,3352
5752000,6705
5753000,2794
5754000,3074
5755000,3632
5756000,3073
5757000,3073
5758000,2794
5759000,2793
5760000,3073
5761000,2793
5762000,3073
5763000,2794
5764000,3353
5765000,3073
5766000,3073
5767000,3073
5768000,3911
5769000,3632
5770000,2793
5771000,3073
5772000,3353
5773000,3352
5774000,2793
5775000,3911
5776000,2794
5777000,2515
5778000,3073
5779000,5029
5780000,3073
5781000,3353
5782000,3352
5783000,2514
5784000,3073
5785000,3353
5786000,3073
5787000,3073
5788000,3353
5789000,2793
5790000,3632
5791000,3352
5792000,3073
5793000,3073
5794000,3911
5795000,3073
5796000,3632
5797000,2514
5798000,2793
5799000,3073
5800000,2794
5801000,3073
5802000,3073
5803000,2793
5804000,3073
5805000,3073
5806000,3073
5807000,3352
5808000,4191
5809000,3353
5810000,3073
5811000,2514
5812000,5308
5813000,3352
5814000,2514
5815000,3352
5816000,3073
5817000,3073
5818000,3073
5819000,3073
5820000,2793
5821000,3631
5822000,3073
5823000,4190
5824000,2514
5825000,6147
5826000,2793
5827000,3073
5828000,3352
5829000,3632
5830000,3631
5831000,3632
5832000,2794
5833000,3073
5834000,3911
5835000,3073
5836000,3353
5837000,2793
5838000,3911
5839000,2794
5840000,3073
5841000,3073
5842000,3353
5843000,3073
5844000,3073
5845000,2794
5846000,3073
5847000,2514
5848000,3073
5849000,3352
5850000,3073
5851000,3073
5852000,3073
5853000,2794
5854000,5029
5855000,3073
5856000,3352
5857000,3073
5858000,3353
5859000,3353
5860000,3632
5861000,3073
5862000,3073
5863000,3352
5864000,5587
5865000,3632
5866000,3073
5867000,2794
5868000,2794
5869000,3073
5870000,3073
5871000,3352
5872000,3073
5873000,3353
5874000,2793
5875000,3073
5876000,3632
5877000,3073
5878000,3632
5879000,3073
5880000,3073
5881000,3352
5882000,3352
5883000,3073
5884000,3632
5885000,3073
5886000,3073
5887000,3353
5888000,3632
5889000,3353
5890000,3073
5891000,3073
5892000,3073
5893000,3352
5894000,3353
5895000,3352
5896000,3352
5897000,3073
5898000,2794
5899000,3352
5900000,5028
5901000,3353
5902000,3353
5903000,3632
5904000,3631
5905000,3352
5906000,3073
5907000,3632
5908000,3632
5909000,3632
5910000,3632
5911000,2793
5912000,3353
5913000,3073
5914000,2794
5915000,3352
5916000,3073
5917000,3073
5918000,3911
5919000,3073
5920000,3074
5921000,3353
5922000,3632
5923000,2793
5924000,3632
5925000,2793
5926000,3631
5927000,3073
5928000,3911
5929000,3632
5930000,3632
5931000,3353
5932000,3073
5933000,3073
5934000,2235
5935000,3632
5936000,2793
5937000,4470
5938000,3632
5939000,3352
5940000,3074
5941000,3073
5942000,2794
5943000,4470
5944000,3353
5945000,3352
5946000,3073
5947000,3073
5948000,3911
5949000,3352
5950000,3073
5951000,3073
5952000,3352
5953000,3353
5954000,3073
5955000,3352
5956000,3632
5957000,2794
5958000,3352
5959000,3911
5960000,3073
5961000,3632
5962000,3073
5963000,3352
5964000,4470
5965000,3352
5966000,3352
5967000,3353
5968000,2793
5969000,3353
5970000,3073
5971000,3073
5972000,3632
5973000,3073
5974000,3073
5975000,3352
5976000,3632
5977000,3352
5978000,3353
5979000,3073
5980000,2793
5981000,3352
5982000,3912
5983000,3352
5984000,3073
5985000,2515
5986000,3352
5987000,2794
5988000,3353
5989000,3073
5990000,3073
5991000,2794
5992000,3353
5993000,2793
5994000,3073
5995000,3632
5996000,3352
5997000,3632
5998000,3352
5999000,3073
6000000,3073
